Event Sequence Number,Movement ID,Timestamp,Event Type,Container ID,Container Number,ISO Code,Size (TEU),Container Type,Load Status,Weight (MT),Weight Class,Yard Zone Type,Shipping Bill Number,Vessel ID,Voyage ID,POD,POD Priority,Expected Voyage DateTime,Actual Voyage DateTime,Cutoff DateTime,Type,Movement Type,From Location Type,From Location ID,To Location Type,To Location ID,Block ID,Stack ID,Tier Level,Equipment ID,Equipment Type,Stack Height After Move,Operator ID,Job ID,Planned Timestamp,Actual Timestamp,Delay Minutes,Exception Flag,Exception Reason,Reason for Movement,Container Status After Event,Dwell Time Since Last Event (min),Move Intent,Optimality Tag,Rehandle Flag,Rehandle Count,Total Dwell Time (min),Yard Utilization %,Block Utilization %,Congestion Level
272,MOV-59573B8C63,2025-02-28 16:14:54,Yard Shift,CNT-0042,MSCU9735042,42U1,2,Hazardous,Full,22.8,Heavy,Sea-Side,SB870881,V051,VOY-2503-KOC-51,Kochi,3,2025-03-02 11:28:00,2025-03-02 11:02:00,2025-03-02 16:28:00,export_container,Transfer,Block,SS1-B2-GROUND,Block,SS2-B1-06-01-1,SS2-B1,06-01,1,RTG-04,RTG,0,OP-019,JOB-12AFD54E,2025-02-28 15:55:00,2025-02-28 16:14:54,19,0,N/A,Zone optimization movement,In Yard,15,Forced,Forced,0,0,146,83.2,40.8,High
273,MOV-DD63922260,2025-02-28 16:28:59,Stack,CNT-0042,MSCU9735042,42U1,2,Hazardous,Full,22.8,Heavy,Sea-Side,SB870881,V051,VOY-2503-KOC-51,Kochi,3,2025-03-02 11:28:00,2025-03-02 11:02:00,2025-03-02 16:28:00,export_container,Stack,Block,SS2-B1-06-01-1,Block,SS2-B2-10-01-4,SS2-B2,10-01,4,RTG-04,RTG,4,OP-003,JOB-12AFD54E,2025-02-28 16:28:00,2025-02-28 16:28:59,0,0,N/A,Yard stacking for storage,In Yard,14,Forced,Suboptimal,0,0,160,82.2,59.7,High
274,MOV-FA93BE36E3,2025-02-28 17:36:17,Pre-Staging,CNT-0042,MSCU9735042,42U1,2,Hazardous,Full,22.8,Heavy,Sea-Side,SB870881,V051,VOY-2503-KOC-51,Kochi,3,2025-03-02 11:28:00,2025-03-02 11:40:00,2025-03-02 16:28:00,export_container,Yard Out,Block,SS2-B2-10-01-4,Block,SS5-B1-10-02-2,SS5-B1,10-02,2,RTG-04,RTG,2,OP-017,JOB-12AFD54E,2025-02-28 17:36:00,2025-02-28 17:36:17,0,0,N/A,Vessel cutoff preparation - VOY-2503-KOC-51,In Yard,68,Planned,Optimal,0,0,228,87,46,High
275,MOV-BFF37B88B7,2025-02-28 18:04:36,Vessel Load,CNT-0042,MSCU9735042,42U1,2,Hazardous,Full,22.8,Heavy,Sea-Side,SB870881,V051,VOY-2503-KOC-51,Kochi,3,2025-03-02 11:28:00,2025-03-02 12:18:00,2025-03-02 16:28:00,export_container,Vessel Load,Block,SS5-B1-10-02-2,Vessel,V051,SS5-B1,N/A,0,QC-03,QC,0,OP-017,JOB-12AFD54E,2025-02-28 18:04:00,2025-02-28 18:04:36,0,0,N/A,Loading to Kochi service,Loaded,28,Planned,Optimal,0,0,256,73.2,46.8,Medium
276,MOV-CE01A72BB4,2025-03-01 15:37:47,Gate In,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:32:00,2025-03-02 18:13:00,export_container,Gate In,Gate,GATE-5,Yard,OOG,N/A,N/A,0,TT-05,internal truck,0,OP-011,JOB-969109CE,2025-03-01 15:18:00,2025-03-01 15:37:47,19,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,85.2,30.6,High
277,MOV-E4FD05441F,2025-03-01 16:20:27,Yard In,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:40:00,2025-03-02 18:13:00,export_container,Yard In,Yard,OOG,Block,OOG-B3-04-02-1,OOG-B3,04-02,1,RTG-08,RTG,0,OP-018,JOB-969109CE,2025-03-01 16:20:00,2025-03-01 16:20:27,0,0,N/A,Initial yard positioning,In Transit,43,Planned,Optimal,0,0,43,77.4,33.4,Medium
278,MOV-767A03160D,2025-03-01 16:33:46,Stack,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:54:00,2025-03-02 18:13:00,export_container,Stack,Block,OOG-B3-04-02-1,Block,OOG-B3-13-01-3,OOG-B3,13-01,3,RS-01,Reach Stacker,3,OP-008,JOB-969109CE,2025-03-01 16:18:00,2025-03-01 16:33:46,15,0,N/A,Yard stacking for storage,In Yard,13,Forced,Suboptimal,0,0,56,80.7,15.5,High
279,MOV-86FF1B45E8,2025-03-01 16:47:04,Unstack,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:04:00,2025-03-02 18:13:00,export_container,Unstack,Block,OOG-B3-13-01-3,Yard,OOG-B3-GROUND,OOG-B3,GROUND,0,RS-01,Reach Stacker,0,OP-014,JOB-969109CE,2025-03-01 16:47:00,2025-03-01 16:47:04,0,0,N/A,Retrieval for repositioning,On Ground,14,Planned,Suboptimal,0,0,70,84.2,12.7,High
280,MOV-8D057958E9,2025-03-01 17:10:00,Yard Shift,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:33:00,2025-03-02 18:13:00,export_container,Transfer,Block,OOG-B3-GROUND,Block,OOG-B2-16-05-2,OOG-B2,16-05,2,RTG-08,RTG,0,OP-011,JOB-969109CE,2025-03-01 16:41:00,2025-03-01 17:10:00,29,0,N/A,Zone optimization movement,In Yard,23,Forced,Forced,0,0,93,81.6,12.5,High
281,MOV-C75EA38B75,2025-03-01 17:24:20,Stack,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:20:00,2025-03-02 18:13:00,export_container,Stack,Block,OOG-B2-16-05-2,Block,OOG-B2-10-03-2,OOG-B2,10-03,2,RS-01,Reach Stacker,2,OP-016,JOB-969109CE,2025-03-01 16:49:00,2025-03-01 17:24:20,35,0,N/A,Yard stacking for storage,In Yard,14,Forced,Suboptimal,0,0,107,85.3,17.7,High
282,MOV-DE410BFF86,2025-03-01 17:38:37,Unstack,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:52:00,2025-03-02 18:13:00,export_container,Unstack,Block,OOG-B2-10-03-2,Yard,OOG-B2-GROUND,OOG-B2,GROUND,0,RS-01,Reach Stacker,0,OP-006,JOB-969109CE,2025-03-01 17:16:00,2025-03-01 17:38:37,22,0,N/A,Retrieval for repositioning,On Ground,14,Planned,Suboptimal,0,0,121,85.6,21.3,High
283,MOV-47CAA09883,2025-03-01 18:14:04,Yard Shift,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:35:00,2025-03-02 18:13:00,export_container,Transfer,Block,OOG-B2-GROUND,Block,OOG-B2-15-07-3,OOG-B2,15-07,3,RTG-08,RTG,0,OP-016,JOB-969109CE,2025-03-01 18:14:00,2025-03-01 18:14:04,0,0,N/A,Zone optimization movement,In Yard,36,Planned,Suboptimal,0,0,157,72.4,8.4,Medium
284,MOV-269A641110,2025-03-01 18:21:25,Stack,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:51:00,2025-03-02 18:13:00,export_container,Stack,Block,OOG-B2-15-07-3,Block,OOG-B4-13-01-4,OOG-B4,13-01,4,RS-01,Reach Stacker,4,OP-017,JOB-969109CE,2025-03-01 18:21:00,2025-03-01 18:21:25,0,0,N/A,Yard stacking for storage,In Yard,7,Planned,Optimal,0,0,164,72.1,8.4,Medium
285,MOV-9CED6287F6,2025-03-01 20:19:42,Pre-Staging,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:28:00,2025-03-02 18:13:00,export_container,Yard Out,Block,OOG-B4-13-01-4,Block,OOG-B1-04-07-2,OOG-B1,04-07,2,RTG-08,RTG,2,OP-006,JOB-969109CE,2025-03-01 20:19:00,2025-03-01 20:19:42,0,0,N/A,Vessel cutoff preparation - VOY-2503-CLB-49,In Yard,118,Planned,Optimal,0,0,282,71.4,3.9,Medium
286,MOV-34E5C9F86F,2025-03-01 20:54:48,Vessel Load,CNT-0017,COSU6475691,42P1,2,OOG,Full,33.3,Heavy,OOG,SB552825,V049,VOY-2503-CLB-49,Colombo,1,2025-03-02 12:13:00,2025-03-02 12:25:00,2025-03-02 18:13:00,export_container,Vessel Load,Block,OOG-B1-04-07-2,Vessel,V049,OOG-B1,N/A,0,QC-03,QC,0,OP-014,JOB-969109CE,2025-03-01 20:54:00,2025-03-01 20:54:48,0,0,N/A,Loading to Colombo service,Loaded,35,Planned,Optimal,0,0,317,73.5,5.2,Medium
287,MOV-B0D200253C,2025-03-04 11:20:54,Gate In,CNT-0031,MSCU2468357,22G1,1,Dry,Full,26,Heavy,Sea-Side,SB506881,V053,VOY-2503-CLB-53,Colombo,1,2025-03-06 06:37:00,2025-03-06 06:16:00,2025-03-06 10:37:00,export_container,Gate In,Gate,GATE-1,Yard,Sea-Side,N/A,N/A,0,TT-06,internal truck,0,OP-012,JOB-40E078CA,2025-03-04 11:20:00,2025-03-04 11:20:54,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,64.5,30.5,Medium
288,MOV-6E0F0F3F1B,2025-03-04 12:12:01,Yard In,CNT-0031,MSCU2468357,22G1,1,Dry,Full,26,Heavy,Sea-Side,SB506881,V053,VOY-2503-CLB-53,Colombo,1,2025-03-06 06:37:00,2025-03-06 07:07:00,2025-03-06 10:37:00,export_container,Yard In,Yard,Sea-Side,Block,SS1-B3-15-04-4,SS1-B3,15-04,4,RTG-06,RTG,0,OP-006,JOB-40E078CA,2025-03-04 12:12:00,2025-03-04 12:12:01,0,0,N/A,Initial yard positioning,In Transit,52,Planned,Optimal,0,0,52,47.4,24.8,Low
289,MOV-5C19E9220B,2025-03-04 12:25:35,Stack,CNT-0031,MSCU2468357,22G1,1,Dry,Full,26,Heavy,Sea-Side,SB506881,V053,VOY-2503-CLB-53,Colombo,1,2025-03-06 06:37:00,2025-03-06 06:25:00,2025-03-06 10:37:00,export_container,Stack,Block,SS1-B3-15-04-4,Block,SS5-B3-05-03-3,SS5-B3,05-03,3,RTG-06,RTG,3,OP-004,JOB-40E078CA,2025-03-04 12:25:00,2025-03-04 12:25:35,0,0,N/A,Yard stacking for storage,In Yard,13,Planned,Optimal,0,0,65,51.1,30.7,Low
290,MOV-F7A87D7166,2025-03-04 13:00:26,Pre-Staging,CNT-0031,MSCU2468357,22G1,1,Dry,Full,26,Heavy,Sea-Side,SB506881,V053,VOY-2503-CLB-53,Colombo,1,2025-03-06 06:37:00,2025-03-06 07:29:00,2025-03-06 10:37:00,export_container,Yard Out,Block,SS5-B3-05-03-3,Block,SS1-B3-07-06-3,SS1-B3,07-06,3,RTG-06,RTG,3,OP-017,JOB-40E078CA,2025-03-04 13:00:00,2025-03-04 13:00:26,0,0,N/A,Vessel cutoff preparation - VOY-2503-CLB-53,In Yard,35,Planned,Optimal,0,0,100,49.3,55.7,Low
291,MOV-361362DB5F,2025-03-04 13:19:07,Vessel Load,CNT-0031,MSCU2468357,22G1,1,Dry,Full,26,Heavy,Sea-Side,SB506881,V053,VOY-2503-CLB-53,Colombo,1,2025-03-06 06:37:00,2025-03-06 06:30:00,2025-03-06 10:37:00,export_container,Vessel Load,Block,SS1-B3-07-06-3,Vessel,V053,SS1-B3,N/A,0,QC-01,QC,0,OP-019,JOB-40E078CA,2025-03-04 13:19:00,2025-03-04 13:19:07,0,0,N/A,Loading to Colombo service,Loaded,19,Planned,Optimal,0,0,119,53.7,30.7,Low
292,MOV-78DF1CC95E,2025-03-04 16:19:35,Gate In,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:39:00,2025-03-06 15:00:00,export_container,Gate In,Gate,GATE-6,Yard,Land-Side,N/A,N/A,0,TT-02,internal truck,0,OP-013,JOB-B883F474,2025-03-04 16:19:00,2025-03-04 16:19:35,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,72.4,35.2,Medium
293,MOV-D074817419,2025-03-04 17:08:30,Yard In,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 10:00:00,2025-03-06 15:00:00,export_container,Yard In,Yard,Land-Side,Block,LS4-B2-14-01-3,LS4-B2,14-01,3,RTG-03,RTG,0,OP-013,JOB-B883F474,2025-03-04 17:08:00,2025-03-04 17:08:30,0,0,N/A,Initial yard positioning,In Transit,49,Planned,Optimal,0,0,49,74.9,32.2,Medium
294,MOV-93874D6530,2025-03-04 17:19:06,Stack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:37:00,2025-03-06 15:00:00,export_container,Stack,Block,LS4-B2-14-01-3,Block,LS1-B2-17-05-3,LS1-B2,17-05,3,RTG-04,RTG,3,OP-015,JOB-B883F474,2025-03-04 16:08:00,2025-03-04 17:19:06,71,1,Priority uplift by shipping line - expedited handling,Priority uplift by shipping line - expedited handling,In Yard,11,Forced,Suboptimal,0,0,60,73.8,49.2,Medium
295,MOV-8017841279,2025-03-04 17:24:50,Unstack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:03:00,2025-03-06 15:00:00,export_container,Unstack,Block,LS1-B2-17-05-3,Yard,LS1-B2-GROUND,LS1-B2,GROUND,0,RTG-03,RTG,0,OP-011,JOB-B883F474,2025-03-04 17:24:00,2025-03-04 17:24:50,0,0,N/A,Retrieval for repositioning,On Ground,5,Planned,Suboptimal,0,0,65,73.1,39.6,Medium
296,MOV-B2CDEC0D66,2025-03-04 17:58:02,Yard Shift,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:49:00,2025-03-06 15:00:00,export_container,Transfer,Block,LS1-B2-GROUND,Block,SS5-B4-11-06-4,SS5-B4,11-06,4,RTG-03,RTG,0,OP-003,JOB-B883F474,2025-03-04 17:58:00,2025-03-04 17:58:02,0,0,N/A,Zone optimization movement,In Yard,34,Planned,Suboptimal,0,0,99,72.8,46.6,Medium
297,MOV-E7F247B7D8,2025-03-04 18:06:19,Stack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 08:33:00,2025-03-06 15:00:00,export_container,Stack,Block,SS5-B4-11-06-4,Block,LS1-B4-04-07-1,LS1-B4,04-07,1,RTG-04,RTG,1,OP-002,JOB-B883F474,2025-03-04 18:06:00,2025-03-04 18:06:19,0,0,N/A,Yard stacking for storage,In Yard,8,Planned,Optimal,0,0,107,57.8,30.4,Low
298,MOV-6593BEE65F,2025-03-04 18:16:15,Unstack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:37:00,2025-03-06 15:00:00,export_container,Unstack,Block,LS1-B4-04-07-1,Yard,LS1-B4-GROUND,LS1-B4,GROUND,0,RTG-03,RTG,0,OP-014,JOB-B883F474,2025-03-04 18:16:00,2025-03-04 18:16:15,0,0,N/A,Retrieval for repositioning,On Ground,10,Planned,Suboptimal,0,0,117,58.4,23.8,Low
299,MOV-89105B47E9,2025-03-04 18:49:58,Yard Shift,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:44:00,2025-03-06 15:00:00,export_container,Transfer,Block,LS1-B4-GROUND,Block,SS5-B4-20-06-2,SS5-B4,20-06,2,RTG-03,RTG,0,OP-005,JOB-B883F474,2025-03-04 18:49:00,2025-03-04 18:49:58,0,0,N/A,Zone optimization movement,In Yard,33,Planned,Suboptimal,0,0,150,56.9,23.8,Low
300,MOV-213AD4C93B,2025-03-04 18:57:22,Stack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:45:00,2025-03-06 15:00:00,export_container,Stack,Block,SS5-B4-20-06-2,Block,LS1-B7-15-03-2,LS1-B7,15-03,2,RTG-04,RTG,2,OP-010,JOB-B883F474,2025-03-04 18:57:00,2025-03-04 18:57:22,0,0,N/A,Yard stacking for storage,In Yard,8,Planned,Optimal,0,0,158,55.5,30.4,Low
301,MOV-D5780A17FD,2025-03-04 19:12:12,Unstack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:19:00,2025-03-06 15:00:00,export_container,Unstack,Block,LS1-B7-15-03-2,Yard,LS1-B7-GROUND,LS1-B7,GROUND,0,RTG-03,RTG,0,OP-016,JOB-B883F474,2025-03-04 19:12:00,2025-03-04 19:12:12,0,0,N/A,Retrieval for repositioning,On Ground,15,Planned,Suboptimal,0,0,173,58,29.8,Low
302,MOV-6F2E564DA1,2025-03-04 19:25:55,Rehandle,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:57:00,2025-03-06 15:00:00,export_container,Transfer,Yard,LS1-B7-GROUND,Block,LS3-B1-13-03-1,LS3-B1,13-03,1,RTG-03,RTG,0,OP-002,JOB-B883F474,2025-03-04 19:25:00,2025-03-04 19:25:55,0,0,N/A,Blocking container removal for access,In Yard,13,Forced,Suboptimal,1,1,186,54.2,29.8,Low
303,MOV-376A985A51,2025-03-04 19:39:48,Stack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:54:00,2025-03-06 15:00:00,export_container,Stack,Block,LS3-B1-13-03-1,Block,LS2-B5-12-02-2,LS2-B5,12-02,2,RTG-03,RTG,2,OP-005,JOB-B883F474,2025-03-04 19:39:00,2025-03-04 19:39:48,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,1,200,58.5,29.8,Low
304,MOV-CE010FC840,2025-03-04 19:54:28,Unstack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 08:34:00,2025-03-06 15:00:00,export_container,Unstack,Block,LS2-B5-12-02-2,Yard,LS2-B5-GROUND,LS2-B5,GROUND,0,RTG-03,RTG,0,OP-019,JOB-B883F474,2025-03-04 19:54:00,2025-03-04 19:54:28,0,0,N/A,Retrieval for repositioning,On Ground,15,Forced,Forced,1,1,215,49.8,50,Low
305,MOV-9DBB35D2C7,2025-03-04 20:15:32,Rehandle,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:04:00,2025-03-06 15:00:00,export_container,Transfer,Yard,LS2-B5-GROUND,Block,LS2-B2-05-07-3,LS2-B2,05-07,3,RTG-03,RTG,0,OP-006,JOB-B883F474,2025-03-04 20:15:00,2025-03-04 20:15:32,0,0,N/A,Blocking container removal for access,In Yard,21,Forced,Suboptimal,1,2,236,58.4,50,Low
306,MOV-E23FB4D838,2025-03-04 20:24:09,Stack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 08:58:00,2025-03-06 15:00:00,export_container,Stack,Block,LS2-B2-05-07-3,Block,LS3-B6-11-07-1,LS3-B6,11-07,1,RTG-04,RTG,1,OP-013,JOB-B883F474,2025-03-04 20:24:00,2025-03-04 20:24:09,0,0,N/A,Yard stacking for storage,In Yard,9,Planned,Optimal,0,2,245,59.5,50,Low
307,MOV-640D4E98A8,2025-03-04 20:37:07,Unstack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:28:00,2025-03-06 15:00:00,export_container,Unstack,Block,LS3-B6-11-07-1,Yard,LS3-B6-GROUND,LS3-B6,GROUND,0,RTG-03,RTG,0,OP-012,JOB-B883F474,2025-03-04 20:37:00,2025-03-04 20:37:07,0,0,N/A,Retrieval for repositioning,On Ground,13,Forced,Forced,1,2,258,50.7,49.3,Low
308,MOV-133D48C1F3,2025-03-04 20:55:14,Rehandle,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:52:00,2025-03-06 15:00:00,export_container,Transfer,Yard,LS3-B6-GROUND,Block,SS2-B4-01-05-3,SS2-B4,01-05,3,RTG-03,RTG,0,OP-003,JOB-B883F474,2025-03-04 20:55:00,2025-03-04 20:55:14,0,0,N/A,Blocking container removal for access,In Yard,18,Forced,Suboptimal,1,3,276,57.6,49.3,Low
309,MOV-BDF181F9D8,2025-03-04 21:10:07,Stack,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 08:42:00,2025-03-06 15:00:00,export_container,Stack,Block,SS2-B4-01-05-3,Block,LS4-B1-05-01-1,LS4-B1,05-01,1,RTG-03,RTG,1,OP-008,JOB-B883F474,2025-03-04 21:10:00,2025-03-04 21:10:07,0,0,N/A,Yard stacking for storage,In Yard,15,Planned,Optimal,0,3,291,55,49.3,Low
310,MOV-0700743F5C,2025-03-05 04:00:41,Pre-Staging,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 08:42:00,2025-03-06 15:00:00,export_container,Yard Out,Block,LS4-B1-05-01-1,Block,SS5-B4-19-06-2,SS5-B4,19-06,2,RTG-03,RTG,2,OP-016,JOB-B883F474,2025-03-05 04:00:00,2025-03-05 04:00:41,0,0,N/A,Vessel cutoff preparation - VOY-2503-JNPT-54,In Yard,410,Planned,Optimal,0,3,701,60.5,24.6,Medium
311,MOV-FAD77BBFCE,2025-03-05 04:34:44,Vessel Load,CNT-0005,CMAU7435505,22G1,1,Dry,Full,11.4,Medium,Land-Side,SB456385,V054,VOY-2503-JNPT-54,JNPT,2,2025-03-06 09:00:00,2025-03-06 09:17:00,2025-03-06 15:00:00,export_container,Vessel Load,Block,SS5-B4-19-06-2,Vessel,V054,SS5-B4,N/A,0,QC-02,QC,0,OP-007,JOB-B883F474,2025-03-05 04:34:00,2025-03-05 04:34:44,0,0,N/A,Loading to JNPT service,Loaded,34,Planned,Optimal,0,3,735,65.4,30.4,Medium
312,MOV-55C7E8629C,2025-03-07 14:44:07,Gate In,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:03:00,2025-03-10 18:15:00,export_container,Gate In,Gate,GATE-7,Yard,Sea-Side,N/A,N/A,0,TT-05,internal truck,0,OP-012,JOB-8D01A27F,2025-03-07 14:44:00,2025-03-07 14:44:07,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,72.1,30.9,Medium
313,MOV-7904EEA13E,2025-03-07 15:23:04,Yard In,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:23:00,2025-03-10 18:15:00,export_container,Yard In,Yard,Sea-Side,Block,SS3-B4-04-04-4,SS3-B4,04-04,4,RTG-08,RTG,0,OP-002,JOB-8D01A27F,2025-03-07 15:23:00,2025-03-07 15:23:04,0,0,N/A,Initial yard positioning,In Transit,39,Planned,Optimal,0,0,39,76.6,35,Medium
314,MOV-F8FB604E59,2025-03-07 15:29:27,Stack,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:44:00,2025-03-10 18:15:00,export_container,Stack,Block,SS3-B4-04-04-4,Block,SS2-B2-17-02-2,SS2-B2,17-02,2,RTG-09,RTG,2,OP-008,JOB-8D01A27F,2025-03-07 14:03:00,2025-03-07 15:29:27,86,1,Earlier POD cargo buried - excavation required,Earlier POD cargo buried - excavation required,In Yard,6,Forced,Suboptimal,0,0,45,70.8,46.3,Medium
315,MOV-4D5B6BA611,2025-03-07 15:40:01,Unstack,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 14:03:00,2025-03-10 18:15:00,export_container,Unstack,Block,SS2-B2-17-02-2,Yard,SS2-B2-GROUND,SS2-B2,GROUND,0,RTG-08,RTG,0,OP-007,JOB-8D01A27F,2025-03-07 15:40:00,2025-03-07 15:40:01,0,0,N/A,Retrieval for repositioning,On Ground,11,Planned,Suboptimal,0,0,56,75.9,45,Medium
316,MOV-C70B83FE1C,2025-03-07 16:09:55,Yard Shift,CNT-0018,MAEU1176962,45G1,2,Dry,Full,21.8,Heavy,Sea-Side,SB492292,V058,VOY-2503-JNPT-58,JNPT,2,2025-03-10 13:15:00,2025-03-10 13:53:00,2025-03-10 18:15:00,export_container,Transfer,Block,SS2-B2-GROUND,Block,SS2-B3-03-05-1,SS2-B3,03-05,1,RTG-08,RTG,0,OP-006,JOB-8D01A27F,2025-03-07 16:09:00,2025-03-07 16:09:55,0,0,N/A,Zone optimization movement,In Yard,29,Planned,Suboptimal,0,0,85,76.8,45.4,Medium
